name,city,rating,rating_count,cost,cuisine
Sialkoti Vaishno Dhaba,"Old Gurgaon (Zone 6),Gurgaon",3.8,100,250.0,North Indian
Mad Over Donuts,"Old Gurgaon (Zone 6),Gurgaon",3.7,20,200.0,Desserts
BROTHERS RESTAURANT,"Old Gurgaon (Zone 6),Gurgaon",2.3,20,200.0,"Indian,Chinese"
Pepperz,"Old Gurgaon (Zone 6),Gurgaon",3.5,100,299.0,Snacks
Burger Singh (Big Punjabi Burgers),"Old Gurgaon (Zone 6),Gurgaon",4.1,500,300.0,"American,Fast Food"
Gupta's Rasoi,"Old Gurgaon (Zone 6),Gurgaon",4.3,50,250.0,"Snacks,North Indian"
Shiv Kitchen,"Old Gurgaon (Zone 6),Gurgaon",3.7,20,250.0,North Indian
JILA CHAMPARAN,"Old Gurgaon (Zone 6),Gurgaon",3.4,50,350.0,"North Indian,Thalis"
Downtown Pizza,"Old Gurgaon (Zone 6),Gurgaon",4.3,20,300.0,"Italian,Indian"
Kowloon Chinese,"Old Gurgaon (Zone 6),Gurgaon",3.8,50,200.0,"Chinese,Tibetan"
WOW CAKE AND PIZZA,"Old Gurgaon (Zone 6),Gurgaon",3.4,20,300.0,"Bakery,Pizzas"
Chicago pizza,"Old Gurgaon (Zone 6),Gurgaon",2.5,50,350.0,"Pizzas,Pastas"
Pizza Galleria,"Old Gurgaon (Zone 6),Gurgaon",3.8,100,400.0,"Pizzas,Italian"
Btech chaap wala,"Old Gurgaon (Zone 6),Gurgaon",4.0,500,200.0,"Fast Food,North Indian"
DOSA ADDA,"Old Gurgaon (Zone 6),Gurgaon",2.7,20,250.0,South Indian
Santosh Sweets & Restaurant,"Old Gurgaon (Zone 6),Gurgaon",4.0,20,400.0,"Sweets,North Indian"
La Biryaneez Chalet,"Old Gurgaon (Zone 6),Gurgaon",4.0,20,300.0,"Biryani,North Indian"
Om Sweets & Snacks (Sector 8),"Old Gurgaon (Zone 6),Gurgaon",4.3,1,400.0,"Sweets,North Indian"
A one Muradabadi Chicken Biryani,"Old Gurgaon (Zone 6),Gurgaon",3.0,20,300.0,"Biryani,North Indian"
Al Moradabadi and Hyderabadi Biryani Corner,"Old Gurgaon (Zone 6),Gurgaon",3.7,100,400.0,Mughlai
Bikanervala,"Old Gurgaon (Zone 6),Gurgaon",4.0,100,400.0,"Fast Food,Street Food"
Domino's Pizza,"Old Gurgaon (Zone 6),Gurgaon",3.8,100,400.0,Pizzas
MOMO SHOMO,"Old Gurgaon (Zone 6),Gurgaon",4.1,100,300.0,"Chinese,Street Food"
French Omelet (Sec 4),"Old Gurgaon (Zone 6),Gurgaon",4.1,50,299.0,Continental
Grameen Kulfi,"Old Gurgaon (Zone 6),Gurgaon",4.2,50,120.0,"Ice Cream,Desserts"
THE RED CIRCLE,"Old Gurgaon (Zone 6),Gurgaon",4.6,50,250.0,"Chinese,Indian"
Durga Sweets and Cake Shop,"Old Gurgaon (Zone 6),Gurgaon",4.2,20,250.0,"Sweets,North Indian"
Gobind Da Dhaba,"Old Gurgaon (Zone 6),Gurgaon",3.6,20,450.0,North Indian
Bikaner Sweets and Restaurant,"Old Gurgaon (Zone 6),Gurgaon",3.3,20,300.0,Sweets
Hastus - Timeless delicacies,"Old Gurgaon (Zone 6),Gurgaon",3.9,100,450.0,"North Indian,Chinese"
Rolls Town,"Old Gurgaon (Zone 6),Gurgaon",2.5,20,150.0,Snacks
SHAMA MURADABADI CHICKEN BIRYANI CORNER,"Old Gurgaon (Zone 6),Gurgaon",2.8,20,450.0,"Biryani,Indian"
Pakwan,"Old Gurgaon (Zone 6),Gurgaon",3.9,100,400.0,"North Indian,Chinese"
Chawla Dillivala,"Old Gurgaon (Zone 6),Gurgaon",3.8,20,400.0,"North Indian,Chinese"
Rasoi,"Old Gurgaon (Zone 6),Gurgaon",1.7,20,100.0,"North Indian,Pizzas"
CAFE BROCCOLI,"Old Gurgaon (Zone 6),Gurgaon",4.0,20,250.0,"Lebanese,Salads"
Punjabi Dhani,"Old Gurgaon (Zone 6),Gurgaon",3.3,20,700.0,North Indian
SHAM SWEETS AND SNACKS,"Old Gurgaon (Zone 6),Gurgaon",3.8,100,200.0,"North Indian,Sweets"
Cheesecake & co.,"Old Gurgaon (Zone 6),Gurgaon",4.5,20,300.0,Bakery
Kanika's Kitchen,"Old Gurgaon (Zone 6),Gurgaon",4.1,50,200.0,North Indian
MAMA MEA PIZZA,"Old Gurgaon (Zone 6),Gurgaon",3.9,100,300.0,"Pizzas,Pastas"
The Fit Bar,"Old Gurgaon (Zone 6),Gurgaon",4.5,50,450.0,"Continental,Healthy Food"
YOUR 2ND WIFE,"Old Gurgaon (Zone 6),Gurgaon",3.9,50,200.0,"North Indian,Chinese"
Rupa tikki Wala,"Old Gurgaon (Zone 6),Gurgaon",4.0,50,200.0,North Indian
The Cascade kitchen,"Old Gurgaon (Zone 6),Gurgaon",3.6,50,449.0,"Indian,Tandoor"
BONGIO,"Old Gurgaon (Zone 6),Gurgaon",3.9,20,500.0,"Bengali,Snacks"
WOW PIZZA AND FAST FOOD,"Old Gurgaon (Zone 6),Gurgaon",2.8,20,300.0,"Pizzas,Desserts"
Wendy's,"Old Gurgaon (Zone 6),Gurgaon",4.0,100,400.0,"American,Burgers"
The Good Bowl,"Old Gurgaon (Zone 6),Gurgaon",4.3,20,400.0,"North Indian,Punjabi"
Ravaaish Swaad Desi Haathon Ka,"Old Gurgaon (Zone 6),Gurgaon",3.9,50,300.0,North Indian
Laddu Gopal,"Old Gurgaon (Zone 6),Gurgaon",4.0,50,150.0,"North Indian,Chinese"
LunchBox - Meals and Thalis,"Old Gurgaon (Zone 6),Gurgaon",4.0,100,200.0,"North Indian,Punjabi"
OM SAI RASOI,"Old Gurgaon (Zone 6),Gurgaon",3.9,100,300.0,North Indian
MEETHAS/MITHAS,"Old Gurgaon (Zone 6),Gurgaon",3.5,20,500.0,"North Indian,South Indian"
Sweet Truth - Cake and Desserts,"Old Gurgaon (Zone 6),Gurgaon",4.5,20,450.0,"Ice Cream,Bakery"
Manna Dosa Point,"Old Gurgaon (Zone 6),Gurgaon",3.6,50,150.0,"South Indian,Thalis"
Sangam Da Sudh Vaishno Dhaba,"Old Gurgaon (Zone 6),Gurgaon",4.1,20,150.0,Indian
Pizza Hut Delivery,"Old Gurgaon (Zone 6),Gurgaon",3.7,100,350.0,Pizzas
Chilly Chinese Point,"Old Gurgaon (Zone 6),Gurgaon",3.8,20,150.0,"Chinese,Fast Food"
1900 Ad - A Kitchen Love Story,"Old Gurgaon (Zone 6),Gurgaon",4.2,20,300.0,"North Indian,Chinese"
Cake Studio,"Old Gurgaon (Zone 6),Gurgaon",4.2,20,100.0,Bakery
Moti Mahal Delux,"Old Gurgaon (Zone 6),Gurgaon",3.4,20,300.0,"North Indian,Indian"
Yumi's-2 Special Momos,"Old Gurgaon (Zone 6),Gurgaon",4.5,20,300.0,"Fast Food,Beverages"
The Cake Bake,"Old Gurgaon (Zone 6),Gurgaon",4.2,100,300.0,Bakery
Insta Pizza,"Old Gurgaon (Zone 6),Gurgaon",3.7,100,400.0,"Pizzas,Italian"
Choolah-The Indian Grill,"Old Gurgaon (Zone 6),Gurgaon",3.5,20,350.0,"Indian,North Indian"
Dana Choga,"Old Gurgaon (Zone 6),Gurgaon",4.2,100,600.0,"North Indian,Indian"
DBS Spicy Food,"Old Gurgaon (Zone 6),Gurgaon",3.4,50,250.0,"Chinese,Snacks"
Rollsking,"Old Gurgaon (Zone 6),Gurgaon",4.2,20,350.0,"Fast Food,North Indian"
Deep Chicken And Fish Corner,"Old Gurgaon (Zone 6),Gurgaon",4.0,100,350.0,North Indian
The Biryani Life,"Old Gurgaon (Zone 6),Gurgaon",3.8,20,250.0,"Biryani,Hyderabadi"
RADHA SWAMI RASOI,"Old Gurgaon (Zone 6),Gurgaon",3.6,20,300.0,North Indian
SHREE SHYAM DOSA WALA,"Old Gurgaon (Zone 6),Gurgaon",3.4,20,200.0,"South Indian,Indian"
JSK Food Bar,"Old Gurgaon (Zone 6),Gurgaon",4.8,20,150.0,"North Indian,Indian"
FRIENDZ BISTRO CAFE,"Old Gurgaon (Zone 6),Gurgaon",3.9,50,200.0,"Indian,Chinese"
Pahalwan Da Dhaba,"Old Gurgaon (Zone 6),Gurgaon",3.4,20,200.0,Indian
SaladNation,"Old Gurgaon (Zone 6),Gurgaon",3.6,20,200.0,"Salads,Beverages"
Sasuraal,"Old Gurgaon (Zone 6),Gurgaon",3.0,20,300.0,Indian
Mahender chaap corner,"Old Gurgaon (Zone 6),Gurgaon",4.0,20,340.0,"North Indian,Snacks"
FOOD INDIANA,"Old Gurgaon (Zone 6),Gurgaon",3.8,20,250.0,"Chinese,North Indian"
Jagdish Vaishno Dhaba,"Old Gurgaon (Zone 6),Gurgaon",4.1,1,250.0,"Indian,North Indian"
GOBIND CHIC-INN,"Old Gurgaon (Zone 6),Gurgaon",4.1,20,300.0,"Chinese,North Indian"
Goli Vada Pav No 1,"Old Gurgaon (Zone 6),Gurgaon",4.2,50,100.0,"Maharashtrian,North Indian"
Samrat Sweets,"Old Gurgaon (Zone 6),Gurgaon",4.0,50,250.0,"North Indian,South Indian"
BIKANER SWEETS & RESTAURANT,"Old Gurgaon (Zone 6),Gurgaon",3.4,50,250.0,"Indian,South Indian"
Cold Monsters,"Old Gurgaon (Zone 6),Gurgaon",4.4,100,200.0,Fast Food
Raju  palwal  wala,"Old Gurgaon (Zone 6),Gurgaon",4.3,50,200.0,"North Indian,Combo"
SHIV RASOI,"Old Gurgaon (Zone 6),Gurgaon",3.7,100,199.0,North Indian
Cake Desire,"Old Gurgaon (Zone 6),Gurgaon",3.7,50,400.0,Bakery
The Bowl Company,"Old Gurgaon (Zone 6),Gurgaon",4.3,1,300.0,"Continental,Indian"
KATHI JUNCTION,"Old Gurgaon (Zone 6),Gurgaon",4.3,20,250.0,"North Indian,Chinese"
Tiffin Story,"Old Gurgaon (Zone 6),Gurgaon",4.2,100,200.0,"Home Food,North Indian"
Sabse Sasta Dhaba,"Old Gurgaon (Zone 6),Gurgaon",2.4,50,150.0,"North Indian,Snacks"
FIRST HUNGER,"Old Gurgaon (Zone 6),Gurgaon",3.5,50,199.0,"North Indian,Thalis"
The Belgian Waffle Co.,"Old Gurgaon (Zone 6),Gurgaon",4.1,100,200.0,"Desserts,Ice Cream"
AL BAKE CHICKEN BIRYANI CORNER,"Old Gurgaon (Zone 6),Gurgaon",2.4,20,500.0,Biryani
Nutri Chef by DN Snacks,"Old Gurgaon (Zone 6),Gurgaon",3.7,20,250.0,Snacks
NIC Natural Ice Creams,"Old Gurgaon (Zone 6),Gurgaon",4.5,500,120.0,"Ice Cream,Desserts"
ARS Food Affairs,"Old Gurgaon (Zone 6),Gurgaon",4.5,20,250.0,North Indian
Giani's,"Old Gurgaon (Zone 6),Gurgaon",4.0,50,300.0,"Ice Cream,Indian"
Manchanda Di Kulfi,"Old Gurgaon (Zone 6),Gurgaon",4.0,50,250.0,Desserts
Oye -Kiran,"Old Gurgaon (Zone 6),Gurgaon",3.2,20,1.0,"Indian,North Indian"
Patiala Veg and Non,"Old Gurgaon (Zone 6),Gurgaon",3.9,100,300.0,North Indian
Huda Gymkhana Club,"Old Gurgaon (Zone 6),Gurgaon",4.0,1,350.0,"North Indian,Chinese"
Sabse sasta,"Old Gurgaon (Zone 6),Gurgaon",2.5,100,250.0,"Chinese,North Indian"
Natural Tasty Paratha,"Old Gurgaon (Zone 6),Gurgaon",3.4,20,225.0,"Indian,Desserts"
Sultan of Shawarma,"Old Gurgaon (Zone 6),Gurgaon",3.3,50,150.0,Indian
Faasos - Wraps & Rolls,"Old Gurgaon (Zone 6),Gurgaon",4.2,100,200.0,"Fast Food,Snacks"
ANNA PURNA RASOI,"Old Gurgaon (Zone 6),Gurgaon",4.1,50,300.0,"North Indian,Tandoor"
Behrouz Biryani - Royal & Safe,"Old Gurgaon (Zone 6),Gurgaon",4.3,100,500.0,"Biryani,Mughlai"
Oven Story Pizza,"Old Gurgaon (Zone 6),Gurgaon",4.1,100,400.0,Pizzas
Punjab Junction,"Old Gurgaon (Zone 6),Gurgaon",3.9,1,250.0,"North Indian,Chinese"
The Hyderabadi Biryani House,"Old Gurgaon (Zone 6),Gurgaon",1.2,20,300.0,Biryani
Pizza Mafia,"Old Gurgaon (Zone 6),Gurgaon",4.6,20,300.0,"Italian,Beverages"
DN Snacks,"Old Gurgaon (Zone 6),Gurgaon",3.7,1,250.0,"Continental,North Indian"
Hunger Mafia,"Old Gurgaon (Zone 6),Gurgaon",4.1,20,300.0,"Chinese,North Indian"
Food Bae,"Old Gurgaon (Zone 6),Gurgaon",4.0,100,150.0,"Chinese,Snacks"
Firangi Bake,"Old Gurgaon (Zone 6),Gurgaon",4.3,20,400.0,"Italian,Mexican"
Samosa Party,"Old Gurgaon (Zone 6),Gurgaon",4.1,50,150.0,"Chaat,North Indian"
Hotspot,"Old Gurgaon (Zone 6),Gurgaon",2.8,20,300.0,"North Indian,Chinese"
Biryani Blues,"Old Gurgaon (Zone 6),Gurgaon",4.0,500,400.0,"Biryani,Hyderabadi"
Sivaji Dosa,"Old Gurgaon (Zone 6),Gurgaon",4.1,100,200.0,"South Indian,Snacks"
STUDIO TADKA THE HARYANVI KITCHEN,"Old Gurgaon (Zone 6),Gurgaon",1.9,50,200.0,"North Indian,Continental"
Sanjha Chulha,"Old Gurgaon (Zone 6),Gurgaon",4.2,50,700.0,"Indian,Mughlai"
Tadka Nation,"Old Gurgaon (Zone 6),Gurgaon",4.0,50,200.0,"North Indian,Chinese"
MoonMoon - Juicy Crustwiches,"Old Gurgaon (Zone 6),Gurgaon",3.9,50,300.0,"American,Snacks"
Natural Ice Cream,"Old Gurgaon (Zone 6),Gurgaon",4.6,50,150.0,Ice Cream
Veer Ji Malai Chaap Wale,"Old Gurgaon (Zone 6),Gurgaon",3.0,100,200.0,North Indian
37 Food Hub,"Old Gurgaon (Zone 6),Gurgaon",3.9,50,600.0,"Chinese,North Indian"
Chaska Chowk,"Old Gurgaon (Zone 6),Gurgaon",4.2,50,250.0,"North Indian,Continental"
Apki Apni Rasoi,"Old Gurgaon (Zone 6),Gurgaon",3.3,20,200.0,"Indian,Thalis"
Diet House,"Old Gurgaon (Zone 6),Gurgaon",4.2,50,250.0,"Indian,Italian-American"
Burger Hub,"Old Gurgaon (Zone 6),Gurgaon",2.0,20,250.0,Beverages
Baker's Crown,"Old Gurgaon (Zone 6),Gurgaon",4.0,20,400.0,"Fast Food,Desserts"
SHAANDAAR PUNJABI BHOJAN,"Old Gurgaon (Zone 6),Gurgaon",3.7,20,200.0,"North Indian,Tandoor"
WOW PAV,"Old Gurgaon (Zone 6),Gurgaon",3.9,20,200.0,"Beverages,Fast Food"
Balji Rasoi,"Old Gurgaon (Zone 6),Gurgaon",4.0,20,300.0,North Indian
BHAI JI KING SHAWRAMA,"Old Gurgaon (Zone 6),Gurgaon",4.3,20,500.0,"Chinese,Lebanese"
Giani,"Old Gurgaon (Zone 6),Gurgaon",3.9,100,300.0,"Ice Cream,Desserts"
Bombay best pav bhaji,"Old Gurgaon (Zone 6),Gurgaon",4.3,20,250.0,"Street Food,Snacks"
Pizza Planet,"Old Gurgaon (Zone 6),Gurgaon",4.2,100,300.0,"Pizzas,Burgers"
Bikaner Sweets,"Old Gurgaon (Zone 6),Gurgaon",3.2,100,250.0,"North Indian,Desserts"
Amritsari & Panjabi paratha,"Old Gurgaon (Zone 6),Gurgaon",3.3,50,225.0,"Indian,Desserts"
Chinese hut,"Old Gurgaon (Zone 6),Gurgaon",2.1,100,250.0,Beverages
Royal Tandoor,"sohna road,Gurgaon",3.9,100,100.0,"North Indian,Chinese"
Moti Mahal Delux Tandoori Trail,"sohna road,Gurgaon",4.2,50,700.0,Indian
Giani,"sohna road,Gurgaon",4.0,20,300.0,"Ice Cream,Beverages"
Punjab Junction,"sohna road,Gurgaon",3.8,500,250.0,"North Indian,Chinese"
Nomad Pizza- Traveller Series,"sohna road,Gurgaon",4.4,50,700.0,"Pizzas,Italian"
Ghee and Turmeric,"sohna road,Gurgaon",4.1,100,500.0,"North Indian,Tandoor"
Well Served,"sohna road,Gurgaon",4.4,50,280.0,"Indian,Thalis"
HR-26 Zaika,"sohna road,Gurgaon",3.8,1,350.0,"North Indian,Chinese"
shri ram dhaba,"sohna road,Gurgaon",3.9,500,400.0,"North Indian,Tandoor"
Domino's Pizza,"sohna road,Gurgaon",4.0,100,400.0,Pizzas
Sardar Ji Chicken Corner,"sohna road,Gurgaon",3.4,20,550.0,"Indian,Chinese"
Subway,"sohna road,Gurgaon",4.0,100,350.0,"Fast Food,Salads"
Choudhary sweets,"sohna road,Gurgaon",3.9,500,250.0,"Sweets,Desserts"
RAJU CHOLE KULCHE,"sohna road,Gurgaon",4.3,100,140.0,North Indian
WAH JI WAH,"sohna road,Gurgaon",3.0,20,450.0,"North Indian,Chinese"
GUPTA JI DHABA,"sohna road,Gurgaon",3.3,20,200.0,"North Indian,Thalis"
Great Indian Khichdi by EatFit,"sohna road,Gurgaon",4.3,100,200.0,"Home Food,Indian"
Dilli Biryani,"sohna road,Gurgaon",3.9,20,300.0,"Biryani,North Indian"
Fu. Kin,"sohna road,Gurgaon",4.9,20,500.0,"Chinese,Tibetan"
THE BEAR SHAKE,"sohna road,Gurgaon",4.0,20,200.0,Beverages
Cakeoroma,"sohna road,Gurgaon",4.4,100,250.0,"Bakery,Desserts"
Foodies Junction,"sohna road,Gurgaon",3.7,50,100.0,"Indian,North Indian"
BetterHalf Pizza,"sohna road,Gurgaon",4.9,20,350.0,"Pizzas,Pastas"
Red onion,"sohna road,Gurgaon",5.0,20,200.0,"North Indian,Chinese"
Desi Dhaba,"sohna road,Gurgaon",3.7,100,100.0,"North Indian,Chinese"
Sugarlicious,"sohna road,Gurgaon",4.2,50,250.0,"Desserts,Continental"
The Masala Story,"sohna road,Gurgaon",4.0,100,700.0,"North Indian,Mughlai"
Auntie Fung's,"sohna road,Gurgaon",3.6,100,500.0,"Asian,Chinese"
Annapurna Rasoi,"sohna road,Gurgaon",3.4,100,200.0,"Biryani,North Indian"
VEERJI MALAI CHAAP,"sohna road,Gurgaon",4.7,20,350.0,"North Indian,Indian"
CAKE HOUSE,"sohna road,Gurgaon",3.7,20,300.0,"Bakery,Desserts"
Om Sweets & Snacks (Good Earth),"sohna road,Gurgaon",4.2,1,400.0,"Sweets,North Indian"
khush dil kulfi rabri kulfi shop,"sohna road,Gurgaon",2.7,20,150.0,Ice Cream
Giani's,"sohna road,Gurgaon",4.4,50,150.0,"Ice Cream,Beverages"
MEALS 24*7,"sohna road,Gurgaon",3.9,20,100.0,"Beverages,North Indian"
Al-Rasheed,"sohna road,Gurgaon",3.4,20,600.0,Mughlai
Taco Bell,"sohna road,Gurgaon",4.0,100,300.0,Mexican
McDonald's,"sohna road,Gurgaon",4.3,1,400.0,American
SHAHI CHICKEN CORNER,"sohna road,Gurgaon",3.7,20,400.0,"North Indian,Biryani"
Dhaba By Gulati's,"sohna road,Gurgaon",3.2,20,250.0,"North Indian,Desserts"
Rollz Karvaan,"sohna road,Gurgaon",4.1,20,300.0,"Snacks,Fast Food"
KFC,"sohna road,Gurgaon",4.1,500,450.0,"American,Snacks"
Curry House,"sohna road,Gurgaon",4.0,100,100.0,"North Indian,Chinese"
The Baker's Dozen,"sohna road,Gurgaon",4.1,20,300.0,"Bakery,Desserts"
Burger King,"sohna road,Gurgaon",4.3,100,350.0,American
Dilli Rolls,"sohna road,Gurgaon",3.9,50,300.0,"Snacks,Beverages"
RESTAURANT 71,"sohna road,Gurgaon",3.8,20,250.0,"Indian,North Indian"
Burger Singh (Big Punjabi Burgers),"sohna road,Gurgaon",4.2,100,300.0,"American,Beverages"
Grameen Kulfi,"sohna road,Gurgaon",4.6,100,120.0,"Ice Cream,Desserts"
Chinese Daily,"sohna road,Gurgaon",3.8,20,400.0,"Chinese,Pan-Asian"
SLAY Coffee,"sohna road,Gurgaon",4.3,20,200.0,"Beverages,Desserts"
CHINESE KING'S POINT,"sohna road,Gurgaon",3.3,20,100.0,"Chinese,Snacks"
Snack Station,"sohna road,Gurgaon",4.6,20,300.0,"Chinese,Continental"
Sabki Pasand,"sohna road,Gurgaon",3.8,100,100.0,"North Indian,Chinese"
ZAZA 22 Spice Biryani,"sohna road,Gurgaon",4.0,20,250.0,"Biryani,North Indian"
Amritam Super Foods,"sohna road,Gurgaon",4.8,50,300.0,"Healthy Food,Salads"
Pizza Hut,"sohna road,Gurgaon",3.5,100,350.0,Pizzas
Nazeer Foods,"sohna road,Gurgaon",4.1,100,400.0,"North Indian,Biryani"
Shophouse by Kylin,"sohna road,Gurgaon",4.4,20,1000.0,"Chinese,Pan-Asian"
Hong's Kitchen,"sohna road,Gurgaon",3.7,100,250.0,"Chinese,Asian"
The Coco Company,"sohna road,Gurgaon",3.8,50,400.0,"Desserts,Bakery"
La Pino'z Pizza,"sohna road,Gurgaon",3.8,500,300.0,"Italian,Pizzas"
Twigly,"sohna road,Gurgaon",4.1,100,400.0,"American,Italian"
Nagpal's Chole Bhature (South City 2),"sohna road,Gurgaon",3.3,100,300.0,"North Indian,Snacks"
Homely Tadka,"sohna road,Gurgaon",4.9,20,300.0,North Indian
ALKA'S KITCHEN,"sohna road,Gurgaon",3.8,100,250.0,"Indian,Thalis"
Cake Inventor,"sohna road,Gurgaon",4.3,100,500.0,Bakery
Soya Moya chaap,"sohna road,Gurgaon",3.8,100,200.0,"North Indian,Mughlai"
Wrapway- make your own rolls,"sohna road,Gurgaon",2.5,20,200.0,"North Indian,Tandoor"
Nizam's Kathi Kabab,"sohna road,Gurgaon",4.2,100,450.0,"Kebabs,Indian"
Scrummy Tummy - Authentic Indian Desi Chinese,"sohna road,Gurgaon",3.5,20,200.0,"North Indian,Chinese"
Ghar Ki Rasoi,"sohna road,Gurgaon",3.4,500,100.0,"Biryani,North Indian"
Biryani In The Kilo,"sohna road,Gurgaon",1.4,20,300.0,Biryani
Theobroma,"sohna road,Gurgaon",4.4,1,800.0,"Bakery,Desserts"
Home Kitchen King,"sohna road,Gurgaon",3.0,20,200.0,"Indian,South Indian"
The Burger Company,"sohna road,Gurgaon",3.9,100,250.0,Beverages
Canteen Central by Eatfit,"sohna road,Gurgaon",3.5,20,300.0,"Pizzas,American"
CHINESE ADDA,"sohna road,Gurgaon",3.6,20,300.0,"Chinese,Snacks"
Pind Balluchi,"sohna road,Gurgaon",3.6,50,500.0,"North Indian,Desserts"
Lub Lub Lebanese,"sohna road,Gurgaon",4.2,100,600.0,"Lebanese,Mediterranean"
Chick Chicken Bareque,"sohna road,Gurgaon",3.7,100,100.0,"Biryani,Chinese"
Cafe Delhi Heights,"sohna road,Gurgaon",4.0,100,800.0,"Continental,American"
snack house,"sohna road,Gurgaon",5.0,20,200.0,"Beverages,Italian"
Swaad Mahel,"sohna road,Gurgaon",3.9,50,100.0,"North Indian,Tandoor"
Cold Stone Creamery,"sohna road,Gurgaon",3.7,20,400.0,"Ice Cream,Desserts"
PizzaExpress,"sohna road,Gurgaon",3.8,50,1000.0,"Pizzas,Pastas"
Hot line 24x7,"sohna road,Gurgaon",3.4,20,150.0,"Indian,Chinese"
Rajasthan Dhaba,"sohna road,Gurgaon",3.7,100,100.0,"Biryani,Chinese"
The Curry House,"sohna road,Gurgaon",3.4,100,100.0,"Biryani,Chinese"
Irfan Bhai,"sohna road,Gurgaon",4.0,50,600.0,"Kebabs,North Indian"
Pind Patiala,"sohna road,Gurgaon",3.7,20,500.0,"North Indian,Punjabi"
Nirula's,"sohna road,Gurgaon",3.9,20,300.0,"Desserts,Ice Cream"
Meals on wheels,"sohna road,Gurgaon",4.5,20,200.0,"North Indian,Chaat"
MEAL A DEAL,"sohna road,Gurgaon",4.5,50,149.0,"Indian,Tandoor"
Food Expresso,"sohna road,Gurgaon",3.6,100,250.0,"North Indian,Indian"
Corporate Food Xpress,"sohna road,Gurgaon",3.8,50,400.0,"North Indian,Chinese"
VIP SWEETS ( GURGAON ),"sohna road,Gurgaon",3.8,20,300.0,Sweets
Nawabi Mughlai,"sohna road,Gurgaon",4.0,20,200.0,"Mughlai,North Indian"
INDIAN GRILL,"sohna road,Gurgaon",3.7,50,250.0,"Indian,North Indian"
Khana Khazana,"sohna road,Gurgaon",3.9,500,100.0,"North Indian,Chinese"
Chutney India,"sohna road,Gurgaon",3.9,20,350.0,"North Indian,Snacks"
Wendy's,"sohna road,Gurgaon",3.9,100,200.0,"American,Burgers"
Dana Choga,"sohna road,Gurgaon",4.2,1,600.0,"Chinese,Mughlai"
UBQ by Barbeque Nation,"sohna road,Gurgaon",3.8,100,300.0,"North Indian,Barbecue"
The Meal Bowl,"sohna road,Gurgaon",3.7,50,500.0,"North Indian,Chinese"
Lucknow Kababs,"sohna road,Gurgaon",4.0,20,500.0,"Kebabs,Biryani"
MI FOOD CENTRE,"sohna road,Gurgaon",4.1,20,400.0,"Tandoor,Arabian"
Insta Pizza,"sohna road,Gurgaon",3.9,100,400.0,"Pizzas,Italian"
BAKERS OVEN,"sohna road,Gurgaon",4.2,50,400.0,"Bakery,Desserts"
Keventers - Milkshakes and Desserts,"sohna road,Gurgaon",4.3,50,350.0,"Beverages,Ice Cream"
Prasuma Momo Kitchen,"sohna road,Gurgaon",4.3,100,300.0,"Pan-Asian,Snacks"
SMOKEY KITCHEN,"sohna road,Gurgaon",3.1,20,300.0,"North Indian,Chinese"
Goli Vada Pav No. 1,"sohna road,Gurgaon",3.7,20,100.0,"Maharashtrian,North Indian"
The Belgian Waffle Co.,"sohna road,Gurgaon",4.2,20,200.0,"Desserts,Ice Cream"
CHAMAIL SINGH DA DHABA,"sohna road,Gurgaon",3.4,20,299.0,North Indian
Cake Plaza,"sohna road,Gurgaon",4.0,500,150.0,Bakery
Midnight Cake Shop,"sohna road,Gurgaon",4.2,20,300.0,"Bakery,Desserts"
Parantha Singh,"sohna road,Gurgaon",4.1,20,150.0,"North Indian,Snacks"
Chilli Indiana,"sohna road,Gurgaon",3.5,20,600.0,"Italian,Continental"
Fat Lulu's Pizza,"sohna road,Gurgaon",3.9,100,800.0,"Pizzas,Italian"
CHAUBARA,"sohna road,Gurgaon",3.2,20,250.0,Chinese
PURANI DILLI ZAYKA,"sohna road,Gurgaon",2.3,20,200.0,"North Indian,Chinese"
Chaudhary G Food Court,"sohna road,Gurgaon",3.9,20,150.0,Indian
SARDARJI CHAAP WALE,"sohna road,Gurgaon",4.6,20,450.0,"North Indian,Snacks"
Basic Foods,"sohna road,Gurgaon",4.0,50,100.0,"North Indian,Chinese"
The Burger Factory,"sohna road,Gurgaon",4.0,100,200.0,"American,Snacks"
Pizza Factory,"sohna road,Gurgaon",3.6,100,300.0,"Pizzas,Italian"
Dunkin',"sohna road,Gurgaon",4.4,100,600.0,"Beverages,Fast Food"
Chaat Chowk,"sohna road,Gurgaon",3.3,50,300.0,Street Food
Behrouz Biryani,"sohna road,Gurgaon",4.2,100,500.0,"Biryani,Mughlai"
REAL TASTE OF ZAIKA,"sohna road,Gurgaon",3.7,20,100.0,"North Indian,Thalis"
Biryani Blues,"sohna road,Gurgaon",4.5,50,400.0,"Biryani,Hyderabadi"
Food Junction,"sohna road,Gurgaon",3.7,50,200.0,"North Indian,Chinese"
Dhaba Estd 1986 Delhi,"sohna road,Gurgaon",4.0,20,900.0,"Biryani,Hyderabadi"
Momo King,"sohna road,Gurgaon",3.8,100,400.0,"Chinese,Tibetan"
Desi Tadka,"sohna road,Gurgaon",3.8,100,100.0,"North Indian,Chinese"
Tandoori Kitchen,"sohna road,Gurgaon",3.9,20,100.0,"Indian,North Indian"
BIRYANI BADSHAH,"sohna road,Gurgaon",4.2,100,350.0,"Biryani,Hyderabadi"
