name,city,rating,rating_count,cost,cuisine
Marwari Rasoi by Hotel Marwari,Agra,3.7,20,100.0,"North Indian,Indian"
Ghar Ka Swad (By Papa Ji's),Agra,3.7,500,200.0,Indian
Agra Chaat House,Agra,3.5,20,150.0,"Street Food,Snacks"
Agarwal Food Court,Agra,3.7,20,200.0,"North Indian,South Indian"
GOYAL CAKES & BAKES,Agra,3.3,50,200.0,"Bakery,Desserts"
Panchhi Petha,Agra,4.5,50,200.0,Desserts
pizza cave,Agra,3.5,100,100.0,Pizzas
Cake Wala,Agra,3.8,100,500.0,Bakery
Sai food hub,Agra,3.9,20,200.0,Bakery
The Greener Side,Agra,4.0,100,300.0,"Continental,Desserts"
Cafe Coffee Day,Agra,4.4,20,300.0,"Beverages,Snacks"
Bhawna Sweets,Agra,3.6,1,200.0,"Sweets,Snacks"
Awadhi Foods,Agra,3.9,100,200.0,North Indian
Domino's Pizza,Agra,4.4,50,400.0,Pizzas
Bercos - If you love chinese,Agra,4.0,20,400.0,"Chinese,Thai"
Aahar,Agra,4.0,500,400.0,"North Indian,South Indian"
The Belgian Waffle Co.,Agra,4.2,50,200.0,"Desserts,Beverages"
Delhi 6,Agra,4.3,20,180.0,North Indian
STAR ULTIMATE PIZZA,Agra,3.6,20,200.0,"Pizzas,Snacks"
Guru Kripa Yadav Dhaba,Agra,3.7,100,200.0,"North Indian,Indian"
Sips and Bites,Agra,4.2,50,200.0,"North Indian,Chinese"
Raj Rasoi Sweets & Restaurant,Agra,3.9,500,300.0,"South Indian,North Indian"
Shri Anand Sakahari Bhojan,Agra,3.8,100,200.0,North Indian
Manohar Lal Daulat Ram Garg( Gazak Wale),Agra,4.2,20,400.0,Desserts
Yadav Dhaba Purana,Agra,3.6,100,200.0,North Indian
Anand hi anand,Agra,3.2,20,200.0,Fast Food
Ravi Fast Food,Agra,4.2,50,200.0,South Indian
Shubh Anand Hi Anand Bhojnalaya,Agra,3.8,50,400.0,North Indian
Jain Restaurant,Agra,3.6,100,300.0,"North Indian,South Indian"
Ashoka Bar,Agra,4.0,20,400.0,North Indian
Biryani By Kilo,Agra,4.1,100,700.0,"Biryani,Mughlai"
Brijbhog Mishthan Bhandar,Agra,4.3,100,100.0,"Sweets,Street Food"
New Moon Light Restaurant,Agra,3.2,20,200.0,North Indian
Yadav Dhaba,Agra,3.4,50,200.0,North Indian
Chopstix,Agra,4.1,50,400.0,Chinese
Chainess,Agra,4.0,50,200.0,"Beverages,Fast Food"
Punjabi Chulha,Agra,3.7,20,200.0,"North Indian,Punjabi"
Pablo Premium Kitchen,Agra,5.0,20,300.0,"Indian,Chinese"
MKOP,Agra,3.8,50,300.0,"Desserts,Pizzas"
Tirupati's Dosa Factory,Agra,3.8,50,300.0,South Indian
Kings Kulfi & Ice Cream,Agra,4.4,20,200.0,"Desserts,Ice Cream"
Amritsari Tandoori Kulcha Wa Choor Choor Naan,Agra,3.5,20,200.0,"North Indian,Indian"
Dosa Factory,Agra,3.9,20,200.0,"South Indian,Chinese"
NIC Natural Ice Creams,Agra,4.4,100,120.0,"Ice Cream,Desserts"
Amritsari Kulcha Junction,Agra,3.9,100,300.0,"North Indian,Chinese"
What the food,Agra,3.7,100,300.0,"North Indian,Chinese"
Atlantic Foods,Agra,3.9,20,300.0,"Desserts,Bakery"
Giani Ice Cream,Agra,4.2,50,200.0,Desserts
European Bakery,Agra,3.0,100,300.0,"Bakery,Desserts"
Barbeque Nation,Agra,3.5,50,600.0,"North Indian,Barbecue"
UBQ by Barbeque Nation,Agra,3.7,100,300.0,"North Indian,Barbecue"
Kiskey Whiskey,Agra,4.1,50,500.0,"Indian,Mexican"
The Big Bun,Agra,3.6,20,250.0,"Bakery,Pizzas"
Fruck,Agra,3.4,100,300.0,"Chinese,North Indian"
Bikanervala,Agra,4.0,500,400.0,"North Indian,Chinese"
Grameen Kulfi,Agra,4.4,50,120.0,"Ice Cream,Desserts"
Sardarji Da Dhaba,Agra,3.4,100,200.0,"North Indian,Mughlai"
Deviram Sweets,Agra,4.0,50,200.0,"Sweets,Snacks"
Burger 27,Agra,4.2,100,250.0,"Desserts,Chinese"
Hari Chatni,Agra,4.2,20,300.0,"North Indian,Chinese"
New Agra Fast Food & Restaurant,Agra,3.7,100,200.0,"South Indian,Chinese"
PIZZA PASTA DAY,Agra,4.4,20,59.0,"Pizzas,Italian"
Momozilla,Agra,4.0,20,200.0,Chinese
Faasos - Wraps & Rolls,Agra,4.3,100,200.0,"Fast Food,Snacks"
Subway,Agra,4.1,100,350.0,"Healthy Food,Salads"
Bakingo,Agra,4.3,50,299.0,"Bakery,Desserts"
Behrouz Biryani,Agra,4.6,100,500.0,"Biryani,Mughlai"
The Briston Kitchen,Agra,3.8,100,200.0,"North Indian,Chinese"
Agra Fast Food and Restaurant,Agra,3.5,100,200.0,"North Indian,South Indian"
Bhagwati Dhaba & Thali,Agra,3.3,20,200.0,North Indian
Oven Story Pizza,Agra,4.0,100,400.0,Pizzas
Anant Restaurant,Agra,3.9,100,200.0,South Indian
Cake & Bake,Agra,2.4,20,200.0,Bakery
KFC,Agra,4.1,100,450.0,"American,Snacks"
Homey meal preetis kitchen,Agra,3.7,20,200.0,"North Indian,Chinese"
Karchi,Agra,4.1,100,300.0,"North Indian,Mughlai"
The Burritos Wrap and Rolls,Agra,4.0,20,150.0,Snacks
Sweet Truth - Cake and Desserts,Agra,4.3,20,450.0,"Bakery,Desserts"
The Biryani Life,Agra,4.1,100,250.0,"Biryani,Hyderabadi"
Agra Biryani Hotspot,Agra,3.9,50,300.0,"Biryani,Kebabs"
The Good Bowl,Agra,4.0,20,400.0,"North Indian,Punjabi"
Bhagwan Corner,Agra,2.9,100,200.0,Bakery
New 24 Seven Restaurant Cafe,Agra,2.6,20,300.0,"Continental,Chinese"
Pure Veg Meals by Lunchbox,Agra,3.9,20,200.0,"North Indian,Desserts"
Chow's Kitchen,Agra,3.5,50,300.0,"Chinese,Thai"
Mehfil Biryani by Zakir Khan,Agra,3.4,50,600.0,"Biryani,Mughlai"
Bikaner Express,Agra,3.9,20,300.0,"North Indian,Italian"
Achman Foods (Bhagwan Talkies),Agra,4.0,100,400.0,"North Indian,South Indian"
LunchBox - Meals and Thalis,Agra,4.1,50,200.0,"North Indian,Punjabi"
Firangi Bake,Agra,4.0,20,400.0,"Italian,Mexican"
Kwality Walls Frozen Dessert and Ice Cream Shop,Agra,4.4,100,300.0,Ice Cream
B & B Restro,Agra,3.4,20,300.0,"Indian,Continental"
Manoj Dhaba,Agra,3.5,50,400.0,North Indian
Rock N Roll Wala,Agra,3.5,20,200.0,"Beverages,Pizzas"
THE MASTER CHEF RESTAURANT,Agra,2.6,20,250.0,"Chinese,North Indian"
Golden China Restaurant,Agra,3.9,20,300.0,"Chinese,North Indian"
CAKE SHOWROOM,Agra,2.2,20,1200.0,Bakery
Food Stock Exchange,Agra,3.7,50,200.0,"Chinese,North Indian"
Pind Balluchi,Agra,3.7,100,400.0,"North Indian,Mughlai"
Guru Mahima Shakahari Bhojnalya,Agra,3.2,50,200.0,North Indian
Mumbai Chingo Chinese,Agra,3.3,20,250.0,"Chinese,Pastas"
Shri Bankey Bihari Misthan Bhandar,Agra,3.7,50,150.0,"Chinese,South Indian"
shiv bhojhnalaya,Agra,3.3,100,200.0,North Indian
Deviram Food Circle,Agra,3.8,100,300.0,"Sweets,Snacks"
Chaap Waale Veer Ji,Agra,3.8,20,200.0,"North Indian,Snacks"
Mama matan chicken bhandar,Agra,2.3,20,310.0,"Indian,North Indian"
Shiva Bhojnalaya,Agra,3.4,100,200.0,"North Indian,Indian"
Grill INN,Agra,4.2,50,200.0,Italian
Om Sai Ram Bhojnalaya,Agra,3.4,500,250.0,"North Indian,Chinese"
The Momo corner,Agra,3.7,20,250.0,"Chinese,Beverages"
Yum Yum Vada Pav No.1,Agra,3.3,20,200.0,North Indian
Chef Signature : The Food Lovers,Agra,3.0,100,200.0,"Chinese,North Indian"
Momo Cartel,Agra,3.5,50,300.0,"Chinese,Pastas"
Curry Patta,Agra,4.1,20,250.0,South Indian
Shri Mangalam Dhabha,Agra,3.6,50,200.0,North Indian
TANDOORI NIGHT,Agra,2.9,20,200.0,"Tandoor,Indian"
Celebration Restaurant,Agra,4.1,20,200.0,"North Indian,Chinese"
The best diet corner,Agra,5.0,20,200.0,"Indian,Beverages"
Unplugged Courtyard,Agra,2.7,20,300.0,"Indian,Chinese"
Uphaar,Agra,4.3,20,150.0,Maharashtrian
Goli Vada Pav No. 1,Agra,4.1,100,100.0,"Maharashtrian,North Indian"
Pandit Bhojnalaya,Agra,3.4,500,200.0,North Indian
Romo's Junction,Agra,3.6,20,299.0,"Chinese,North Indian"
Moonlight - Punjabi Restaurant,Agra,3.6,50,200.0,"North Indian,South Indian"
ROMOS Bistro,Agra,3.5,20,399.0,"Chinese,Indian"
Brijwasi Sweet House,Agra,3.6,20,300.0,"Desserts,Sweets"
Rola Wala,Agra,3.7,20,300.0,Chinese
Hungry Dragon,Agra,1.4,20,200.0,Pizzas
Moolchand  Paratha,Agra,3.5,50,200.0,North Indian
Ram Babu Parathe Wale,Agra,3.5,20,600.0,North Indian
Nandani Red Crystal Restaurant,Agra,3.3,20,150.0,"Beverages,Chinese"
M.A.D By Tomato'S,"Vastrapur,Ahmedabad",4.3,100,1200.0,"Indian,Chinese"
Tea Post,"Vastrapur,Ahmedabad",4.0,100,150.0,Fast Food
Thali Central,"Vastrapur,Ahmedabad",3.6,100,250.0,"Thalis,Fast Food"
Shreejikrupa,"Vastrapur,Ahmedabad",4.0,50,200.0,"Snacks,Beverages"
The Baker's Dozen,"Vastrapur,Ahmedabad",4.3,100,300.0,"Bakery,Desserts"
Jenny's Brownies,"Vastrapur,Ahmedabad",3.7,50,250.0,"Bakery,Desserts"
Jay Kalyan Poha Center,"Vastrapur,Ahmedabad",4.2,50,100.0,Snacks
Taco Bell,"Vastrapur,Ahmedabad",3.7,500,300.0,Mexican
Sankalp,"Vastrapur,Ahmedabad",3.9,20,350.0,"South Indian,Beverages"
Gajanand Pauva House,"Vastrapur,Ahmedabad",4.2,100,200.0,"Street Food,Snacks"
Ab Chai Pe Charcha,"Vastrapur,Ahmedabad",3.0,50,200.0,"Snacks,Beverages"
Golden Brown,"Vastrapur,Ahmedabad",4.7,20,300.0,Desserts
Rotti Shotti,"Vastrapur,Ahmedabad",4.0,20,600.0,"North Indian,Tandoor"
V Cafe - Meals By PVR,"Vastrapur,Ahmedabad",4.0,100,300.0,"Pizzas,Snacks"
Cake Jsk Live Cake,"Vastrapur,Ahmedabad",3.8,20,600.0,Bakery
Hari Om Centre,"Vastrapur,Ahmedabad",4.0,100,200.0,"North Indian,Gujarati"
New York Waffles & Dinges,"Vastrapur,Ahmedabad",3.8,100,250.0,"Waffle,Beverages"
A1 Paratha,"Vastrapur,Ahmedabad",4.3,1,200.0,North Indian
Fitfuel & Co,"Vastrapur,Ahmedabad",3.8,20,500.0,Indian
Dum Pe Dum,"Vastrapur,Ahmedabad",4.2,20,500.0,"Biryani,Indian"
Cake Eggless,"Vastrapur,Ahmedabad",4.1,20,600.0,Desserts
Shakti - The Sandwich Shop,"Vastrapur,Ahmedabad",3.5,100,250.0,Pizzas
Express By Ab'S,"Vastrapur,Ahmedabad",3.5,50,400.0,"Biryani,North Indian"
Bread Box,"Vastrapur,Ahmedabad",4.4,50,250.0,Fast Food
The Belgian Waffle Co.,"Vastrapur,Ahmedabad",4.4,50,200.0,"Desserts,Beverages"
Dangee Dums,"Vastrapur,Ahmedabad",4.5,50,400.0,"Desserts,Bakery"
Subway,"Vastrapur,Ahmedabad",4.1,100,350.0,"Fast Food,Healthy Food"
Firangi Bake,"Vastrapur,Ahmedabad",4.0,20,400.0,"Italian,Mexican"
Eat Punjab,"Vastrapur,Ahmedabad",4.1,500,500.0,"North Indian,Indian"
Huber & Holly,"Vastrapur,Ahmedabad",4.3,100,500.0,"Pizzas,Beverages"
Bhullar S Butter Chicken Co.,"Vastrapur,Ahmedabad",4.0,20,400.0,"Indian,Desserts"
Havmor Havfunn ice cream,"Vastrapur,Ahmedabad",4.0,20,200.0,"Ice Cream,Ice Cream Cakes"
Hocco Eatery,"Vastrapur,Ahmedabad",4.2,50,400.0,"North Indian,Pizzas"
Das Khaman,"Vastrapur,Ahmedabad",4.1,100,200.0,Snacks
Oven Story Pizza,"Vastrapur,Ahmedabad",4.1,100,400.0,"Pizzas,Italian"
Shiv Roop Food,"Vastrapur,Ahmedabad",3.4,50,200.0,"Thalis,Combo"
The House of Makeba,"Vastrapur,Ahmedabad",3.7,20,800.0,Indian
Jay Jhulelal Dal Pakwan,"Vastrapur,Ahmedabad",4.5,50,150.0,Indian
Mayur Bhajiya,"Vastrapur,Ahmedabad",4.3,20,250.0,Beverages
falashin juices and Dishes,"Vastrapur,Ahmedabad",4.0,50,200.0,"Juices,Beverages"
The Good Bowl,"Vastrapur,Ahmedabad",4.0,100,400.0,"North Indian,Punjabi"
New Egg World,"Vastrapur,Ahmedabad",3.9,100,400.0,"Fast Food,Snacks"
Jalaram Parotta House,"Vastrapur,Ahmedabad",3.9,100,200.0,"North Indian,Gujarati"
The Butter Kitchen,"Vastrapur,Ahmedabad",3.6,100,250.0,"Combo,North Indian"
Biryani Kitchen & Bengali Sweet,"Vastrapur,Ahmedabad",3.7,50,250.0,"Biryani,Tandoor"
Grameen Kulfi,"Vastrapur,Ahmedabad",4.6,100,120.0,"Ice Cream,Desserts"
Gwalia Sweets & Restaurant,"Vastrapur,Ahmedabad",4.1,20,450.0,"Sweets,North Indian"
Kake Di Hatti,"Vastrapur,Ahmedabad",4.2,20,800.0,"Beverages,North Indian"
Mahalaxmi Bhajipav And Pulav Center (Sbr),"Vastrapur,Ahmedabad",4.2,100,300.0,Street Food
Coffee Culture,"Vastrapur,Ahmedabad",4.6,20,350.0,"Pizzas,Pastas"
Makhni Brothers,"Vastrapur,Ahmedabad",3.7,500,350.0,"North Indian,Kebabs"
Meal station,"Vastrapur,Ahmedabad",3.5,100,200.0,"Thalis,Punjabi"
Havmor Ice Cream,"Vastrapur,Ahmedabad",3.6,20,200.0,"Ice Cream,Desserts"
Bhojanam,"Vastrapur,Ahmedabad",4.0,100,199.0,"Combo,Thalis"
TGB Cafe N Bakery,"Vastrapur,Ahmedabad",4.5,20,400.0,"Bakery,Snacks"
Wakka Makka Chinese,"Vastrapur,Ahmedabad",3.6,100,250.0,"Chinese,Asian"
Olio Pizzeria,"Vastrapur,Ahmedabad",4.8,20,200.0,"Pizzas,Continental"
Momoman- Gurukul,"Vastrapur,Ahmedabad",3.9,100,250.0,Chinese
Nanking Express,"Vastrapur,Ahmedabad",4.1,20,200.0,Indian
Prince Snacks & South Indian,"Vastrapur,Ahmedabad",2.7,20,200.0,"Snacks,South Indian"
The Grand Thakar,"Vastrapur,Ahmedabad",4.2,100,500.0,"Gujarati,Indian"
Curry Up,"Vastrapur,Ahmedabad",4.3,20,400.0,North Indian
Kathiyawadi moj,"Vastrapur,Ahmedabad",2.9,20,250.0,"Gujarati,Snacks"
Punjab Paratha Zone,"Vastrapur,Ahmedabad",4.0,100,200.0,North Indian
La Pino'Z Pizza,"Vastrapur,Ahmedabad",3.9,100,400.0,"Pizzas,Pastas"
Belgian Waffles,"Vastrapur,Ahmedabad",3.4,20,300.0,"Snacks,Desserts"
Hot Lee Chinese,"Vastrapur,Ahmedabad",3.8,100,250.0,"Chinese,Asian"
Balista,"Vastrapur,Ahmedabad",3.3,20,300.0,"American,Jain"
Sandwich N Shakes,"Vastrapur,Ahmedabad",2.5,20,100.0,"Snacks,Beverages"
Sasuma,"Vastrapur,Ahmedabad",4.0,100,100.0,"Gujarati,Snacks"
Amazing Hydrabadi Dum Biryani,"Vastrapur,Ahmedabad",4.1,100,700.0,"Biryani,North Indian"
Brown Butter,"Vastrapur,Ahmedabad",3.9,20,600.0,"Desserts,Beverages"
Sweet Truth - Cake and Desserts,"Vastrapur,Ahmedabad",4.3,50,450.0,"Ice Cream,Bakery"
Saffron,"Vastrapur,Ahmedabad",4.0,20,700.0,North Indian
Agarwal Mithai Bhandar,"Vastrapur,Ahmedabad",4.4,50,200.0,"Sweets,Snacks"
Vadilal Ice Creams,"Vastrapur,Ahmedabad",4.4,20,200.0,Ice Cream
Radhika'S Authentic South Indian Food,"Vastrapur,Ahmedabad",4.2,100,250.0,South Indian
Puffizza,"Vastrapur,Ahmedabad",4.1,100,400.0,"Pizzas,Italian"
Amritsari Food Junction,"Vastrapur,Ahmedabad",3.9,20,250.0,South Indian
The Healthy Stove,"Vastrapur,Ahmedabad",3.7,1,200.0,"North Indian,Healthy Food"
Oven Magick,"Vastrapur,Ahmedabad",4.0,20,200.0,Desserts
The Punjab Paratha,"Vastrapur,Ahmedabad",4.1,20,200.0,Punjabi
Rudu Kathiawad,"Vastrapur,Ahmedabad",3.6,20,200.0,"Gujarati,Punjabi"
Gwalia Baklawa,"Vastrapur,Ahmedabad",4.2,50,300.0,"Sweets,North Indian"
Gwalbhog,"Vastrapur,Ahmedabad",4.1,20,500.0,"Sweets,North Indian"
The South Spot,"Vastrapur,Ahmedabad",4.3,100,300.0,South Indian
High On Chai,"Vastrapur,Ahmedabad",4.4,50,300.0,"Beverages,Pizzas"
Bengal Sweets,"Vastrapur,Ahmedabad",4.0,20,200.0,"Sweets,Bengali"
London Yard Pizza,"Vastrapur,Ahmedabad",3.7,50,300.0,"Pizzas,Italian"
NIC Natural Ice Creams,"Vastrapur,Ahmedabad",4.6,500,120.0,"Ice Cream,Desserts"
Pearl Restaurant,"Vastrapur,Ahmedabad",3.7,20,350.0,"Fast Food,Punjabi"
The Vegan Kitchen,"Vastrapur,Ahmedabad",4.3,20,400.0,"Healthy Food,Salads"
Fresh N Fresh,"Vastrapur,Ahmedabad",4.2,100,250.0,Bakery
Cheers,"Vastrapur,Ahmedabad",4.5,100,250.0,"Desserts,Ice Cream"
Bong Sweet & Fast Food,"Vastrapur,Ahmedabad",3.8,100,200.0,"Bengali,Biryani"
KFC,"Vastrapur,Ahmedabad",3.8,500,400.0,"American,Snacks"
Asharfi Kulfi,"Vastrapur,Ahmedabad",4.5,50,200.0,"Desserts,Beverages"
Tuli'S Royal Bengal,"Vastrapur,Ahmedabad",3.9,100,300.0,"Bengali,Mughlai"
Sea Food Kitchen,"Vastrapur,Ahmedabad",3.5,20,250.0,"Seafood,Bengali"
Smokin' Joe's,"Vastrapur,Ahmedabad",3.5,20,400.0,"Italian,Pizzas"
Dheemi Aanch,"Vastrapur,Ahmedabad",4.3,100,600.0,Indian
Tamil Pasanga Cafe,"Vastrapur,Ahmedabad",4.5,50,200.0,South Indian
Shree Marutinandan,"Vastrapur,Ahmedabad",3.3,20,600.0,"Gujarati,Rajasthani"
Faasos - Wraps & Rolls,"Vastrapur,Ahmedabad",4.3,500,200.0,"Fast Food,Snacks"
Natural Ice Cream,"Vastrapur,Ahmedabad",4.6,100,150.0,Ice Cream
Punjabiyat - By Jassi De Parathe,"Vastrapur,Ahmedabad",4.4,50,800.0,Indian
Angithi By Mirch Masala,"Vastrapur,Ahmedabad",4.3,20,900.0,"Indian,North Indian"
Hotel Rajpath,"Vastrapur,Ahmedabad",4.3,20,600.0,"Indian,Chinese"
Punjab De Parathe,"Vastrapur,Ahmedabad",4.0,100,250.0,"Punjabi,North Indian"
Karnavati Dabeli,"Vastrapur,Ahmedabad",4.0,20,150.0,"Beverages,Street Food"
Om Food Center - Vastrapur Lake,"Vastrapur,Ahmedabad",3.8,100,200.0,"Indian,North Indian"
D And C Frankie,"Vastrapur,Ahmedabad",3.7,20,400.0,Snacks
Stuff Paratha,"Vastrapur,Ahmedabad",4.1,50,250.0,"North Indian,Chinese"
Shankar'S Ice Cream Library,"Vastrapur,Ahmedabad",4.3,20,450.0,"Desserts,Ice Cream"
Absolute Barbecues-AB s,"Vastrapur,Ahmedabad",3.8,20,400.0,"Indian,Chinese"
Jay Kalyan Poha Cornar,"Vastrapur,Ahmedabad",3.8,20,150.0,"Street Food,Snacks"
Lassi Ghar,"Vastrapur,Ahmedabad",4.4,20,100.0,Beverages
Jasuben Shah Old Pizza,"Vastrapur,Ahmedabad",4.2,100,150.0,"Pizzas,Snacks"
Apna Punjab Parattha,"Vastrapur,Ahmedabad",3.8,100,250.0,Indian
Jugaadi Adda,"Vastrapur,Ahmedabad",4.3,100,300.0,Indian
Kosho's Hotdogs,"Vastrapur,Ahmedabad",4.0,20,350.0,"American,Bakery"
Eggers Cafe,"Vastrapur,Ahmedabad",3.9,100,250.0,"Indian,Chinese"
McDonald's,"Vastrapur,Ahmedabad",4.0,500,400.0,"Burgers,Beverages"
Chai Wai,"Vastrapur,Ahmedabad",4.2,50,200.0,"Beverages,Snacks"
Raju Omlet Centre (Roc Express Delivery),"Vastrapur,Ahmedabad",3.6,50,300.0,"Snacks,North Indian"
Tuli'S Restaurant,"Vastrapur,Ahmedabad",3.9,100,200.0,"Bengali,North Indian"
Karnavati Snacks,"Vastrapur,Ahmedabad",3.7,20,200.0,"Fast Food,Snacks"
Jay Ambe Thali,"Vastrapur,Ahmedabad",3.8,1,150.0,"Gujarati,Thalis"
Maharaja Thalis,"Vastrapur,Ahmedabad",3.6,100,200.0,"North Indian,Chinese"
Behrouz Biryani,"Vastrapur,Ahmedabad",4.3,100,500.0,"Biryani,Mughlai"
Cafe Coffee Day,"Vastrapur,Ahmedabad",4.1,100,300.0,"Beverages,Snacks"
No Mad Baker - The Pizzeria,"Vastrapur,Ahmedabad",4.0,100,600.0,Pizzas
Melt In (Alpha One),"Vastrapur,Ahmedabad",4.3,20,250.0,"Ice Cream,Desserts"
Rotlo Gujarati Rasthal,"Vastrapur,Ahmedabad",3.9,100,300.0,Gujarati
Barbeque Nation,"Vastrapur,Ahmedabad",3.8,100,600.0,"North Indian,Barbecue"
Biskut,"Vastrapur,Ahmedabad",4.5,50,250.0,Desserts
The Biryani Life,"Vastrapur,Ahmedabad",3.9,100,200.0,"Biryani,Hyderabadi"
Hoglatto,"Vastrapur,Ahmedabad",4.2,20,400.0,"Desserts,Beverages"
Fat Tiger,"Vastrapur,Ahmedabad",3.7,20,300.0,"Pan-Asian,Chinese"
The Brooklyn Creamery - Healthy Ice Cream,"Vastrapur,Ahmedabad",3.8,20,200.0,"Desserts,Ice Cream"
Foodhut,"Vastrapur,Ahmedabad",2.9,20,300.0,"Snacks,Beverages"
Kbobs,"Vastrapur,Ahmedabad",3.9,500,400.0,"North Indian,Punjabi"
1944 - The Hocco Kitchen,"Vastrapur,Ahmedabad",4.1,100,500.0,"North Indian,Continental"
Fozzie'S Pizzaiolo,"Vastrapur,Ahmedabad",3.9,50,500.0,"Italian,Pizzas"
La Milano Pizzeria,"Vastrapur,Ahmedabad",4.3,500,199.0,"Italian,Pizzas"
Samosa & Co. By TGB (Vastrapur),"Vastrapur,Ahmedabad",4.4,50,200.0,Snacks
BOSS Burger,"Vastrapur,Ahmedabad",4.1,100,500.0,"American,Continental"
Burger King,"Vastrapur,Ahmedabad",3.8,1,350.0,"American,Fast Food"
Nair Foods,"Vastrapur,Ahmedabad",4.3,100,300.0,South Indian
New Freeze Land,"Vastrapur,Ahmedabad",4.1,100,200.0,"Cafe,American"
Curries,"Vastrapur,Ahmedabad",4.1,100,600.0,"Indian,Chinese"
The Simply Salad,"Vastrapur,Ahmedabad",4.6,50,200.0,"Salads,Healthy Food"
Sheeba Delicious,"Vastrapur,Ahmedabad",4.3,100,500.0,"North Indian,Chinese"
Baked By Nini's,"Vastrapur,Ahmedabad",4.2,20,400.0,"Snacks,Desserts"
Punjab Di Gaddi,"Vastrapur,Ahmedabad",4.2,20,350.0,"Punjabi,North Indian"
The Wrap Co.,"Vastrapur,Ahmedabad",3.9,100,300.0,"Fast Food,Desserts"
The Blue Oven,"Vastrapur,Ahmedabad",4.3,100,600.0,"Continental,Pizzas"
Birmies,"Vastrapur,Ahmedabad",4.4,100,350.0,"Mexican,Chinese"
Massala Theoryy,"Vastrapur,Ahmedabad",4.0,20,400.0,"Italian,North Indian"
Kovallam,"Vastrapur,Ahmedabad",4.0,50,400.0,South Indian
Mocha,"Vastrapur,Ahmedabad",4.1,100,700.0,"Continental,Chinese"
Foodish Daily Chaska,"Vastrapur,Ahmedabad",3.8,20,200.0,"Street Food,Continental"
Meals101,"Vastrapur,Ahmedabad",3.8,500,300.0,"Asian,North Indian"
Chicago pizza,"Vastrapur,Ahmedabad",4.6,20,400.0,Pizzas
I Love Sandwich House,"Vastrapur,Ahmedabad",4.0,20,600.0,"Desserts,Beverages"
Cafe De Italiano,"Vastrapur,Ahmedabad",4.0,20,500.0,Beverages
New Real Paprika - Iscon,"Vastrapur,Ahmedabad",3.8,50,250.0,"Pizzas,Pastas"
Oven & Grill,"Vastrapur,Ahmedabad",3.6,500,250.0,"Pizzas,Pastas"
Shiva'S Coffee Bar & Snacks,"Vastrapur,Ahmedabad",4.0,50,250.0,Beverages
Eggs & Eggs,"Vastrapur,Ahmedabad",4.1,20,200.0,Fast Food
Prince Bhajipav,"Vastrapur,Ahmedabad",3.2,1,200.0,Chinese
Fit O'Clock,"Vastrapur,Ahmedabad",4.6,50,300.0,"Healthy Food,Salads"
First11 - The Punjabi Kitchen,"Vastrapur,Ahmedabad",3.3,100,200.0,"Indian,Thalis"
Mr Mirchilal Samosa,"Vastrapur,Ahmedabad",4.1,20,250.0,"Snacks,Fast Food"
Get Desserted,"Vastrapur,Ahmedabad",4.2,100,200.0,"Beverages,Desserts"
Juice My Day,"Vastrapur,Ahmedabad",4.2,100,250.0,"Healthy Food,Beverages"
Iscon Ganthiya,"Vastrapur,Ahmedabad",4.1,100,100.0,"Indian,Thalis"
Ching Chong Asian,"Vastrapur,Ahmedabad",3.2,20,250.0,"Chinese,Asian"
Jay Bhavani Vadapav,"Vastrapur,Ahmedabad",4.3,50,200.0,Snacks
Pizza Hut,"Vastrapur,Ahmedabad",3.6,100,600.0,Pizzas
Tanoor,"Vastrapur,Ahmedabad",4.2,20,800.0,"Middle Eastern,Mediterranean"
Kabir Restaurant,"Vastrapur,Ahmedabad",4.2,1,400.0,"Indian,Gujarati"
Mr & Mrs Somani - The Grand Bhagwati,"Vastrapur,Ahmedabad",4.2,100,400.0,"North Indian,Indian"
Gita Samosa Centre,"Vastrapur,Ahmedabad",4.4,100,200.0,"Snacks,Fast Food"
Legends Of Punjab - By Pepperazi,"Vastrapur,Ahmedabad",3.6,20,700.0,"North Indian,Thai"
Binharif'S Dabeli,"Vastrapur,Ahmedabad",3.7,50,150.0,"Fast Food,Snacks"
After Dark,"Vastrapur,Ahmedabad",3.3,20,300.0,Indian
UBQ By Barbeque Nation,"Vastrapur,Ahmedabad",3.8,100,300.0,"North Indian,Barbecue"
The Big F,"Vastrapur,Ahmedabad",3.6,100,300.0,Beverages
Roti Da Wraps,"Vastrapur,Ahmedabad",3.9,50,250.0,Snacks
Mm'S Pizzeria,"Vastrapur,Ahmedabad",4.6,20,600.0,Pizzas
Kesar Foods,"Vastrapur,Ahmedabad",4.3,500,400.0,Indian
Juice Pitara,"Vastrapur,Ahmedabad",4.4,100,200.0,"Juices,Beverages"
Santushti - Shakes & More,"Vastrapur,Ahmedabad",4.1,500,300.0,"Desserts,Beverages"
Hyderabadi Hut,"Vastrapur,Ahmedabad",3.7,100,350.0,"Hyderabadi,North Indian"
Upper Crust,"Vastrapur,Ahmedabad",4.2,100,800.0,"Indian,Chinese"
New Prince Bhajipav Corner,"Vastrapur,Ahmedabad",4.0,500,300.0,South Indian
Shobha Foods,"Vastrapur,Ahmedabad",3.7,20,200.0,"North Indian,Indian"
Chhaswala,"Vastrapur,Ahmedabad",4.6,100,200.0,"Beverages,Desserts"
